START	Gene_ID
739115	Pcer_023041-RA
742484	Pcer_023042-RA
747631	Pcer_023043-RA
752403	Pcer_023044-RA
755836	Pcer_023045-RA
758904	Pcer_023046-RA
765618	Pcer_023047-RA
770493	Pcer_023048-RA
772758	Pcer_023049-RA
777382	Pcer_023050-RA
788839	Pcer_023051-RA
790186	Pcer_023052-RA
796269	Pcer_023053-RA
813051	Pcer_023054-RA
817927	Pcer_023055-RA
823181	Pcer_023056-RA
826779	Pcer_023057-RA
838407	Pcer_023058-RA
840821	Pcer_023059-RA
848201	Pcer_023060-RA
853291	Pcer_023061-RA
854371	Pcer_023062-RA
863176	Pcer_023063-RA
868898	Pcer_023064-RA
872735	Pcer_023065-RA
876107	Pcer_023066-RA
878929	Pcer_023067-RA
886094	Pcer_023068-RA
891152	Pcer_023069-RA
903407	Pcer_023070-RA
905533	Pcer_023071-RA
909588	Pcer_023072-RA
911417	Pcer_023073-RA
917138	Pcer_023074-RA
925055	Pcer_023075-RA
934606	Pcer_023076-RA
941679	Pcer_023077-RA
945486	Pcer_023078-RA
948022	Pcer_023079-RA
950532	Pcer_023080-RA
952478	Pcer_023081-RA
956553	Pcer_023082-RA
959417	Pcer_023083-RA
961404	Pcer_023084-RA
963625	Pcer_023085-RA
967402	Pcer_023086-RA
969004	Pcer_023087-RA
979054	Pcer_023088-RA
989540	Pcer_023089-RA
995835	Pcer_023090-RA
1001158	Pcer_023091-RA
1004416	Pcer_023092-RA
1006804	Pcer_023093-RA
1013687	Pcer_023094-RA
1015636	Pcer_023095-RA
1019834	Pcer_023096-RA
1020577	Pcer_023097-RA
1026938	Pcer_023098-RA
1033156	Pcer_023099-RA
1036622	Pcer_023100-RA
1040237	Pcer_023101-RA
1043719	Pcer_023102-RA
1055284	Pcer_023103-RA
1063013	Pcer_023104-RA
1073762	Pcer_023105-RA
1076927	Pcer_023106-RA
1083644	Pcer_023107-RA
1088373	Pcer_023108-RA
1089747	Pcer_023109-RA
1103652	Pcer_023110-RA
1113082	Pcer_023111-RA
1131788	Pcer_023112-RA
1133217	Pcer_023113-RA
1144830	Pcer_023114-RA
1160735	Pcer_023115-RA
1169457	Pcer_023116-RA
1177340	Pcer_023117-RA
1182660	Pcer_023118-RA
1190043	Pcer_023119-RA
1195184	Pcer_023120-RA
1202152	Pcer_023121-RA
1206873	Pcer_023122-RA
1211042	Pcer_023123-RA
1216111	Pcer_023124-RA
1218502	Pcer_023125-RA
1221972	Pcer_023126-RA
1228294	Pcer_023127-RA
1230792	Pcer_023128-RA
1232831	Pcer_023129-RA
1244199	Pcer_023130-RA
1249160	Pcer_023131-RA
1254396	Pcer_023132-RA
1262945	Pcer_023133-RA
1265497	Pcer_023134-RA
1272889	Pcer_023135-RA
1273055	Pcer_023136-RA
1279716	Pcer_023137-RA
1283261	Pcer_023138-RA
1285698	Pcer_023139-RA
1287353	Pcer_023140-RA
1295049	Pcer_023141-RA
1298816	Pcer_023142-RA
1302470	Pcer_023143-RA
1303644	Pcer_023144-RA
1310042	Pcer_023145-RA
1314969	Pcer_023146-RA
1317894	Pcer_023147-RA
1326729	Pcer_023148-RA
1334505	Pcer_023149-RA
1335845	Pcer_023150-RA
1337560	Pcer_023151-RA
1344870	Pcer_023152-RA
1346133	Pcer_023153-RA
1347764	Pcer_023154-RA
1352103	Pcer_023155-RA
1356205	Pcer_023156-RA
1358933	Pcer_023157-RA
1360307	Pcer_023158-RA
1370632	Pcer_023159-RA
1375123	Pcer_023160-RA
1375676	Pcer_023161-RA
1381135	Pcer_023162-RA
1383119	Pcer_023163-RA
1386387	Pcer_023164-RA
1392293	Pcer_023165-RA
1398065	Pcer_023166-RA
1401864	Pcer_023167-RA
1410513	Pcer_023168-RA
1412983	Pcer_023169-RA
1423028	Pcer_023170-RA
1431570	Pcer_023171-RA
1434767	Pcer_023172-RA
1436381	Pcer_023173-RA
1438808	Pcer_023174-RA
1439684	Pcer_023175-RA
1443308	Pcer_023176-RA
1448422	Pcer_023177-RA
1457011	Pcer_023178-RA
1466890	Pcer_023179-RA
1476211	Pcer_023180-RA
1526708	Pcer_023181-RA
1538627	Pcer_023182-RA
1542809	Pcer_023183-RA
1554019	Pcer_023184-RA
1567859	Pcer_023185-RA
1577811	Pcer_023186-RA
1584369	Pcer_023187-RA
1586863	Pcer_023188-RA
1590078	Pcer_023189-RA
1591588	Pcer_023190-RA
1597409	Pcer_023191-RA
1606303	Pcer_023192-RA
1610425	Pcer_023193-RA
1612679	Pcer_023194-RA
1613833	Pcer_023195-RA
1615072	Pcer_023196-RA
1618241	Pcer_023197-RA
1621094	Pcer_023198-RA
1627321	Pcer_023199-RA
1634155	Pcer_023200-RA
1638005	Pcer_023201-RA
1644330	Pcer_023202-RA
1656015	Pcer_023203-RA
1662432	Pcer_023204-RA
1665186	Pcer_023205-RA
1667616	Pcer_023206-RA
1676139	Pcer_023207-RA
1677035	Pcer_023208-RA
1679134	Pcer_023209-RA
1687834	Pcer_023210-RA
1693013	Pcer_023211-RA
1701055	Pcer_023212-RA
1704662	Pcer_023213-RA
1708823	Pcer_023214-RA
1714566	Pcer_023215-RA
1718709	Pcer_023216-RA
1726560	Pcer_023217-RA
1735160	Pcer_023218-RA
1747369	Pcer_023219-RA
1750158	Pcer_023220-RA
1755063	Pcer_023221-RA
1768118	Pcer_023222-RA
1772080	Pcer_023223-RA
1781288	Pcer_023224-RA
1791720	Pcer_023225-RA
1792643	Pcer_023226-RA
1796909	Pcer_023227-RA
1803900	Pcer_023228-RA
1813598	Pcer_023229-RA
1819430	Pcer_023230-RA
1822352	Pcer_023231-RA
1824892	Pcer_023232-RA
1827138	Pcer_023233-RA
1830926	Pcer_023234-RA
1838005	Pcer_023235-RA
1841738	Pcer_023236-RA
1846061	Pcer_023237-RA
1848277	Pcer_023238-RA
1861138	Pcer_023239-RA
1864600	Pcer_023240-RA
1874933	Pcer_023241-RA
1877808	Pcer_023242-RA
1880578	Pcer_023243-RA
1885280	Pcer_023244-RA
1887014	Pcer_023245-RA
1892284	Pcer_023246-RA
1897292	Pcer_023247-RA
1905939	Pcer_023248-RA
1912842	Pcer_023249-RA
1919736	Pcer_023250-RA
1953106	Pcer_023251-RA
1961860	Pcer_023252-RA
1967102	Pcer_023253-RA
1968001	Pcer_023254-RA
1970980	Pcer_023255-RA
1980382	Pcer_023256-RA
1982537	Pcer_023257-RA
1990754	Pcer_023258-RA
1992566	Pcer_023259-RA
1993987	Pcer_023260-RA
2005271	Pcer_023261-RA
2010164	Pcer_023262-RA
2013162	Pcer_023263-RA
2018794	Pcer_023264-RA
2025595	Pcer_023265-RA
2030812	Pcer_023266-RA
2039450	Pcer_023267-RA
2041918	Pcer_023268-RA
2051915	Pcer_023269-RA
2058802	Pcer_023270-RA
2063825	Pcer_023271-RA
2068482	Pcer_023272-RA
2070208	Pcer_023273-RA
2075623	Pcer_023274-RA
2079575	Pcer_023275-RA
2084392	Pcer_023276-RA
2097607	Pcer_023277-RA
2104365	Pcer_023278-RA
2108903	Pcer_023279-RA
2154433	Pcer_023280-RA
2162969	Pcer_023281-RA
2165540	Pcer_023282-RA
2168599	Pcer_023283-RA
2172076	Pcer_023284-RA
2174866	Pcer_023285-RA
2178076	Pcer_023286-RA
2182685	Pcer_023287-RA
2193064	Pcer_023288-RA
2198799	Pcer_023289-RA
2212851	Pcer_023290-RA
2218404	Pcer_023291-RA
2231912	Pcer_023292-RA
2235816	Pcer_023293-RA
2245317	Pcer_023294-RA
2255431	Pcer_023295-RA
2264000	Pcer_023296-RA
2271351	Pcer_023297-RA
2275915	Pcer_023298-RA
2276506	Pcer_023299-RA
2281426	Pcer_023300-RA
2292856	Pcer_023301-RA
2293504	Pcer_023302-RA
2300546	Pcer_023303-RA
2304682	Pcer_023304-RA
2309911	Pcer_023305-RA
2317332	Pcer_023306-RA
2321975	Pcer_023307-RA
2328594	Pcer_023308-RA
2334765	Pcer_023309-RA
2339464	Pcer_023310-RA
2346559	Pcer_023311-RA
2351883	Pcer_023312-RA
2356836	Pcer_023313-RA
2362978	Pcer_023314-RA
2372685	Pcer_023315-RA
2374035	Pcer_023316-RA
2379083	Pcer_023317-RA
2384835	Pcer_023318-RA
2386754	Pcer_023319-RA
2396739	Pcer_023320-RA
2398770	Pcer_023321-RA
2402540	Pcer_023322-RA
2405941	Pcer_023323-RA
2414543	Pcer_023324-RA
2437295	Pcer_023325-RA
2440231	Pcer_023326-RA
2444046	Pcer_023327-RA
2461362	Pcer_023328-RA
2466746	Pcer_023329-RA
2471625	Pcer_023330-RA
2473976	Pcer_023331-RA
2475549	Pcer_023332-RA
2489013	Pcer_023333-RA
2497956	Pcer_023334-RA
2501008	Pcer_023335-RA
2506729	Pcer_023336-RA
2518703	Pcer_023337-RA
2523349	Pcer_023338-RA
2527261	Pcer_023339-RA
2534280	Pcer_023340-RA
2534280	Pcer_023341-RA
2540645	Pcer_023342-RA
2544829	Pcer_023343-RA
2547281	Pcer_023344-RA
2550549	Pcer_023345-RA
2556409	Pcer_023346-RA
2560115	Pcer_023347-RA
2568077	Pcer_023348-RA
2573679	Pcer_023349-RA
2579221	Pcer_023350-RA
2583178	Pcer_023351-RA
2584910	Pcer_023352-RA
2586620	Pcer_023353-RA
2602427	Pcer_023354-RA
2612572	Pcer_023355-RA
2624546	Pcer_023356-RA
2627568	Pcer_023357-RA
2630049	Pcer_023358-RA
2640598	Pcer_023359-RA
2650016	Pcer_023360-RA
2657318	Pcer_023361-RA
2686941	Pcer_023362-RA
2689063	Pcer_023363-RA
2691731	Pcer_023364-RA
2709495	Pcer_023365-RA
2710570	Pcer_023366-RA
2714047	Pcer_023367-RA
2716688	Pcer_023368-RA
2721012	Pcer_023369-RA
2727273	Pcer_023370-RA
2730536	Pcer_023371-RA
2742965	Pcer_023372-RA
2757829	Pcer_023373-RA
2765516	Pcer_023374-RA
2767354	Pcer_023375-RA
2769229	Pcer_023376-RA
2775007	Pcer_023377-RA
2783285	Pcer_023378-RA
2792425	Pcer_023379-RA
2797600	Pcer_023380-RA
2799118	Pcer_023381-RA
2813317	Pcer_023382-RA
2824019	Pcer_023383-RA
2827115	Pcer_023384-RA
2840480	Pcer_023385-RA
2846686	Pcer_023386-RA
2850881	Pcer_023387-RA
2853302	Pcer_023388-RA
2862024	Pcer_023389-RA
2865844	Pcer_023390-RA
2868585	Pcer_023391-RA
2872486	Pcer_023392-RA
2877353	Pcer_023393-RA
2885727	Pcer_023394-RA
2889122	Pcer_023395-RA
2892599	Pcer_023396-RA
2895918	Pcer_023397-RA
2898972	Pcer_023398-RA
2903643	Pcer_023399-RA
2913873	Pcer_023400-RA
2925247	Pcer_023401-RA
2927882	Pcer_023402-RA
2930466	Pcer_023403-RA
2944057	Pcer_023404-RA
2949303	Pcer_023405-RA
2955957	Pcer_023406-RA
2958124	Pcer_023407-RA
2968039	Pcer_023408-RA
2974855	Pcer_023409-RA
2979255	Pcer_023410-RA
2985134	Pcer_023411-RA
2989963	Pcer_023412-RA
2994560	Pcer_023413-RA
2998309	Pcer_023414-RA
2999489	Pcer_023415-RA
3005507	Pcer_023416-RA
3009030	Pcer_023417-RA
3020248	Pcer_023418-RA
3024517	Pcer_023419-RA
3033533	Pcer_023420-RA
3035448	Pcer_023421-RA
3036582	Pcer_023422-RA
3048789	Pcer_023423-RA
3056108	Pcer_023424-RA
3059011	Pcer_023425-RA
3068137	Pcer_023426-RA
3069641	Pcer_023427-RA
3070949	Pcer_023428-RA
3072690	Pcer_023429-RA
3074412	Pcer_023430-RA
3078049	Pcer_023431-RA
3078049	Pcer_023432-RA
3087013	Pcer_023433-RA
3090296	Pcer_023434-RA
3092886	Pcer_023435-RA
3097917	Pcer_023436-RA
3108005	Pcer_023437-RA
3120832	Pcer_023438-RA
3130339	Pcer_023439-RA
3131740	Pcer_023440-RA
3133009	Pcer_023441-RA
3137644	Pcer_023442-RA
3146934	Pcer_023443-RA
3150161	Pcer_023444-RA
3152103	Pcer_023445-RA
3157575	Pcer_023446-RA
3161457	Pcer_023447-RA
3164552	Pcer_023448-RA
3169056	Pcer_023449-RA
3171413	Pcer_023450-RA
3187208	Pcer_023451-RA
3192402	Pcer_023452-RA
3194912	Pcer_023453-RA
3198965	Pcer_023454-RA
3205671	Pcer_023455-RA
3209883	Pcer_023456-RA
3214552	Pcer_023457-RA
3224234	Pcer_023458-RA
3228128	Pcer_023459-RA
3230725	Pcer_023460-RA
3234828	Pcer_023461-RA
3237161	Pcer_023462-RA
3244100	Pcer_023463-RA
3248068	Pcer_023464-RA
3249464	Pcer_023465-RA
3251870	Pcer_023466-RA
3254020	Pcer_023467-RA
3269497	Pcer_023468-RA
3278152	Pcer_023469-RA
3280514	Pcer_023470-RA
3282575	Pcer_023471-RA
3285762	Pcer_023472-RA
3288050	Pcer_023473-RA
3291285	Pcer_023474-RA
3303304	Pcer_023475-RA
3308968	Pcer_023476-RA
3312766	Pcer_023477-RA
3315505	Pcer_023478-RA
3322902	Pcer_023479-RA
3326659	Pcer_023480-RA
3333882	Pcer_023481-RA
3342734	Pcer_023482-RA
3354650	Pcer_023483-RA
3357917	Pcer_023484-RA
3365536	Pcer_023485-RA
3369458	Pcer_023486-RA
3377340	Pcer_023487-RA
3380798	Pcer_023488-RA
3397314	Pcer_023489-RA
3407900	Pcer_023490-RA
3411059	Pcer_023491-RA
3412044	Pcer_023492-RA
3414003	Pcer_023493-RA
3416749	Pcer_023494-RA
3422692	Pcer_023495-RA
3427609	Pcer_023496-RA
3431161	Pcer_023497-RA
3437339	Pcer_023498-RA
3440836	Pcer_023499-RA
3457959	Pcer_023500-RA
3462150	Pcer_023501-RA
3463966	Pcer_023502-RA
3469321	Pcer_023503-RA
3476335	Pcer_023504-RA
3479689	Pcer_023505-RA
3483312	Pcer_023506-RA
3486547	Pcer_023507-RA
3491399	Pcer_023508-RA
3496824	Pcer_023509-RA
3503717	Pcer_023510-RA
3513386	Pcer_023511-RA
3519976	Pcer_023512-RA
3522132	Pcer_023513-RA
3524135	Pcer_023514-RA
3526793	Pcer_023515-RA
3534995	Pcer_023516-RA
3539914	Pcer_023517-RA
3550718	Pcer_023518-RA
3559397	Pcer_023519-RA
3574482	Pcer_023520-RA
3591446	Pcer_023521-RA
3605802	Pcer_023522-RA
3620194	Pcer_023523-RA
3629156	Pcer_023524-RA
3632843	Pcer_023525-RA
3638167	Pcer_023526-RA
3647179	Pcer_023527-RA
3651341	Pcer_023528-RA
3665510	Pcer_023529-RA
3672100	Pcer_023530-RA
3690333	Pcer_023531-RA
3694550	Pcer_023532-RA
3699882	Pcer_023533-RA
3705026	Pcer_023534-RA
3711971	Pcer_023535-RA
3716965	Pcer_023536-RA
3719131	Pcer_023537-RA
3723240	Pcer_023538-RA
3725968	Pcer_023539-RA
3731660	Pcer_023540-RA
3733623	Pcer_023541-RA
3740559	Pcer_023542-RA
3753243	Pcer_023543-RA
3754280	Pcer_023544-RA
3797955	Pcer_023545-RA
3803738	Pcer_023546-RA
3807290	Pcer_023547-RA
3814510	Pcer_023548-RA
3820672	Pcer_023549-RA
3831305	Pcer_023550-RA
3841812	Pcer_023551-RA
3847333	Pcer_023552-RA
3855556	Pcer_023553-RA
3864433	Pcer_023554-RA
3870969	Pcer_023555-RA
3877128	Pcer_023556-RA
3880963	Pcer_023557-RA
3888534	Pcer_023558-RA
3901073	Pcer_023559-RA
3908782	Pcer_023560-RA
3915442	Pcer_023561-RA
3917164	Pcer_023562-RA
3924542	Pcer_023563-RA
3929169	Pcer_023564-RA
3931193	Pcer_023565-RA
3935708	Pcer_023566-RA
3937526	Pcer_023567-RA
3948074	Pcer_023568-RA
3951551	Pcer_023569-RA
3954928	Pcer_023570-RA
3964234	Pcer_023571-RA
3973376	Pcer_023572-RA
3991853	Pcer_023573-RA
3993337	Pcer_023574-RA
4001711	Pcer_023575-RA
4003930	Pcer_023576-RA
4010676	Pcer_023577-RA
4025753	Pcer_023578-RA
4033983	Pcer_023579-RA
4043476	Pcer_023580-RA
4060230	Pcer_023581-RA
4070497	Pcer_023582-RA
4092405	Pcer_023583-RA
4105198	Pcer_023584-RA
4112824	Pcer_023585-RA
4121832	Pcer_023586-RA
4125449	Pcer_023587-RA
4134676	Pcer_023588-RA
4136907	Pcer_023589-RA
4138916	Pcer_023590-RA
4143296	Pcer_023591-RA
4149263	Pcer_023592-RA
4154571	Pcer_023593-RA
4157092	Pcer_023594-RA
4167468	Pcer_023595-RA
4172812	Pcer_023596-RA
4176079	Pcer_023597-RA
4177457	Pcer_023598-RA
4187565	Pcer_023599-RA
4195760	Pcer_023600-RA
4199736	Pcer_023601-RA
4202233	Pcer_023602-RA
4210223	Pcer_023603-RA
4214228	Pcer_023604-RA
4223317	Pcer_023605-RA
4228698	Pcer_023606-RA
4235338	Pcer_023607-RA
4241321	Pcer_023608-RA
4245100	Pcer_023609-RA
4246602	Pcer_023610-RA
4251862	Pcer_023611-RA
4254649	Pcer_023612-RA
4269216	Pcer_023613-RA
4275793	Pcer_023614-RA
4285067	Pcer_023615-RA
4292852	Pcer_023616-RA
4302019	Pcer_023617-RA
4305862	Pcer_023618-RA
4308962	Pcer_023619-RA
4312531	Pcer_023620-RA
4313907	Pcer_023621-RA
4320330	Pcer_023622-RA
4341691	Pcer_023623-RA
4342727	Pcer_023624-RA
4348620	Pcer_023625-RA
4353485	Pcer_023626-RA
4356010	Pcer_023627-RA
4360362	Pcer_023628-RA
4372505	Pcer_023629-RA
4376563	Pcer_023630-RA
4383053	Pcer_023631-RA
4390171	Pcer_023632-RA
4392934	Pcer_023633-RA
4395798	Pcer_023634-RA
4403387	Pcer_023635-RA
4405368	Pcer_023636-RA
4407777	Pcer_023637-RA
4416848	Pcer_023638-RA
4433173	Pcer_023639-RA
4441446	Pcer_023640-RA
4444651	Pcer_023641-RA
4448574	Pcer_023642-RA
4450288	Pcer_023643-RA
4451951	Pcer_023644-RA
4454967	Pcer_023645-RA
4469342	Pcer_023646-RA
4476572	Pcer_023647-RA
4478824	Pcer_023648-RA
4484993	Pcer_023649-RA
4493485	Pcer_023650-RA
4497438	Pcer_023651-RA
4500610	Pcer_023652-RA
4516619	Pcer_023653-RA
4525131	Pcer_023654-RA
4530215	Pcer_023655-RA
4533387	Pcer_023656-RA
4538411	Pcer_023657-RA
4544204	Pcer_023658-RA
4547548	Pcer_023659-RA
4550629	Pcer_023660-RA
4557683	Pcer_023661-RA
4562490	Pcer_023662-RA
4573100	Pcer_023663-RA
4577043	Pcer_023664-RA
4581880	Pcer_023665-RA
4587522	Pcer_023666-RA
4606287	Pcer_023667-RA
4610559	Pcer_023668-RA
4615592	Pcer_023669-RA
4617329	Pcer_023670-RA
4620915	Pcer_023671-RA
4621874	Pcer_023672-RA
4626483	Pcer_023673-RA
4628242	Pcer_023674-RA
4636875	Pcer_023675-RA
4638911	Pcer_023676-RA
4652244	Pcer_023677-RA
4663508	Pcer_023678-RA
4669812	Pcer_023679-RA
4690257	Pcer_023680-RA
4695772	Pcer_023681-RA
4721750	Pcer_023682-RA
4731438	Pcer_023683-RA
4738393	Pcer_023684-RA
4740911	Pcer_023685-RA
4761305	Pcer_023686-RA
4764574	Pcer_023687-RA
4769964	Pcer_023688-RA
4779446	Pcer_023689-RA
4788272	Pcer_023690-RA
4790130	Pcer_023691-RA
4792083	Pcer_023692-RA
4801776	Pcer_023693-RA
4815993	Pcer_023694-RA
4826807	Pcer_023695-RA
4830279	Pcer_023696-RA
4837313	Pcer_023697-RA
4846012	Pcer_023698-RA
4851188	Pcer_023699-RA
4857834	Pcer_023700-RA
4859493	Pcer_023701-RA
4862775	Pcer_023702-RA
4863499	Pcer_023703-RA
4873370	Pcer_023704-RA
4885828	Pcer_023705-RA
4896248	Pcer_023706-RA
4906495	Pcer_023707-RA
4917348	Pcer_023708-RA
4921937	Pcer_023709-RA
4924673	Pcer_023710-RA
4927491	Pcer_023711-RA
4927619	Pcer_023712-RA
4949994	Pcer_023713-RA
4951486	Pcer_023714-RA
4957634	Pcer_023715-RA
4971435	Pcer_023716-RA
4977590	Pcer_023717-RA
4979220	Pcer_023718-RA
4987773	Pcer_023719-RA
4996146	Pcer_023720-RA
4999298	Pcer_023721-RA
5010565	Pcer_023722-RA
5017022	Pcer_023723-RA
5037778	Pcer_023724-RA
5044525	Pcer_023725-RA
5051747	Pcer_023726-RA
5056110	Pcer_023727-RA
5061311	Pcer_023728-RA
5067855	Pcer_023729-RA
5070306	Pcer_023730-RA
5073881	Pcer_023731-RA
5076562	Pcer_023732-RA
5080448	Pcer_023733-RA
5099558	Pcer_023734-RA
5103632	Pcer_023735-RA
5110010	Pcer_023736-RA
5113215	Pcer_023737-RA
5115926	Pcer_023738-RA
5122808	Pcer_023739-RA
5125432	Pcer_023740-RA
5127969	Pcer_023741-RA
5130660	Pcer_023742-RA
5140273	Pcer_023743-RA
5151183	Pcer_023744-RA
5153937	Pcer_023745-RA
5156746	Pcer_023746-RA
5162697	Pcer_023747-RA
5171440	Pcer_023748-RA
5175524	Pcer_023749-RA
5178234	Pcer_023750-RA
5194547	Pcer_023751-RA
5199229	Pcer_023752-RA
5216143	Pcer_023753-RA
5233074	Pcer_023754-RA
5243173	Pcer_023755-RA
5249378	Pcer_023756-RA
5263055	Pcer_023757-RA
5269381	Pcer_023758-RA
5271654	Pcer_023759-RA
5293122	Pcer_023760-RA
5297159	Pcer_023761-RA
5308911	Pcer_023762-RA
5313298	Pcer_023763-RA
5324014	Pcer_023764-RA
5329820	Pcer_023765-RA
5333378	Pcer_023766-RA
5343127	Pcer_023767-RA
5364417	Pcer_023768-RA
5379048	Pcer_023769-RA
5405478	Pcer_023770-RA
5414022	Pcer_023771-RA
5425007	Pcer_023772-RA
5437312	Pcer_023773-RA
5443330	Pcer_023774-RA
5489414	Pcer_023775-RA
5497986	Pcer_023776-RA
5506371	Pcer_023777-RA
5515671	Pcer_023778-RA
5556613	Pcer_023779-RA
5573147	Pcer_023780-RA
5584559	Pcer_023781-RA
5635665	Pcer_023782-RA
5673433	Pcer_023783-RA
5682050	Pcer_023784-RA
5688556	Pcer_023785-RA
5694803	Pcer_023786-RA
5696886	Pcer_023787-RA
5701813	Pcer_023788-RA
5704950	Pcer_023789-RA
5715784	Pcer_023790-RA
5747015	Pcer_023791-RA
5750557	Pcer_023792-RA
5754688	Pcer_023793-RA
5758658	Pcer_023794-RA
5768309	Pcer_023795-RA
5791741	Pcer_023796-RA
5822993	Pcer_023797-RA
5827219	Pcer_023798-RA
5834677	Pcer_023799-RA
5839790	Pcer_023800-RA
5841544	Pcer_023801-RA
5845598	Pcer_023802-RA
5847754	Pcer_023803-RA
5849382	Pcer_023804-RA
5856739	Pcer_023805-RA
5860672	Pcer_023806-RA
5864257	Pcer_023807-RA
5868525	Pcer_023808-RA
5872921	Pcer_023809-RA
5881265	Pcer_023810-RA
5883306	Pcer_023811-RA
5886126	Pcer_023812-RA
5888160	Pcer_023813-RA
5889750	Pcer_023814-RA
5898641	Pcer_023815-RA
5904541	Pcer_023816-RA
5905528	Pcer_023817-RA
5911937	Pcer_023818-RA
5915365	Pcer_023819-RA
5918111	Pcer_023820-RA
5925784	Pcer_023821-RA
5928026	Pcer_023822-RA
5929643	Pcer_023823-RA
5930552	Pcer_023824-RA
5945770	Pcer_023825-RA
5953915	Pcer_023826-RA
5968247	Pcer_023827-RA
5972933	Pcer_023828-RA
6000694	Pcer_023829-RA
6010387	Pcer_023830-RA
6016536	Pcer_023831-RA
6028871	Pcer_023832-RA
6036100	Pcer_023833-RA
6062133	Pcer_023834-RA
6064082	Pcer_023835-RA
6083086	Pcer_023836-RA
6089738	Pcer_023837-RA
6103107	Pcer_023838-RA
6107993	Pcer_023839-RA
6116693	Pcer_023840-RA
6122094	Pcer_023841-RA
6136029	Pcer_023842-RA
6140792	Pcer_023843-RA
6148497	Pcer_023844-RA
6151409	Pcer_023845-RA
6159688	Pcer_023846-RA
6169026	Pcer_023847-RA
6172448	Pcer_023848-RA
6196763	Pcer_023849-RA
